{259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259},
{-1,259,-1,226,226,226,-1,-1,-1,259,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,259,-1,-1,226,226,226,-1,-1},
{-1,259,-1,226,226,226,-1,-1,-1,259,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1,-1,-1,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1},
{-1,259,-1,226,226,226,-1,-1,105,259,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1,-1,-1,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,81},
{-1,259,-1,226,226,226,-1,-1,-1,259,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,-1,-1,-1,-1,-1,226,226,226,-1,-1,259,-1,-1,226,226,226,-1,311},
{-1,259,259,226,226,226,259,259,259,259,259,259,226,226,226,259,259,259,259,259,226,226,226,259,259,259,259,259,226,226,226,259,259,259,259,259,259,226,226,226,259,259,259,259,259,226,226,226,259,259},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{259,-1,226,226,175,175,175,226,226,-1,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,175,226,226,259,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{259,-1,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,175,226,226,259,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{259,282,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,175,226,226,259,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,259,259,259,259,259,259,259,259,259,259,-1,-1,-1,259,259,259,259,259,-1,-1,-1,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{259,-1,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{259,-1,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{259,169,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,259,259,259,259,259,259,259,259,259,259,-1,-1,-1,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,-1,-1,-1,259,259,259,259,259,259,259,259,259,259},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{259,-1,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,259,226,226,175,175,175,226,226,259,226,226,175,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{259,-1,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,259,226,226,175,175,175,226,226,259,226,226,175,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{259,282,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226,259,226,226,175,175,175,226,226,259,226,226,175,175,175,175,226,226,226,226,226,175,175,175,226,226,226,226,226,175,175,175,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226,259,226,226,226,226,226,226,226},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,245,245,245},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,84,-1,-1,-1,84,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1},
{-1,-1,-1,32,-1,-1,-1,-1,32,84,84,-1,282,-1,32,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1},
{244,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,129,129,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,246},
{110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,-1,-1,226,226,-1,-1,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110},
{110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,-1,-1,226,226,-1,-1,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110},
{110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,282,-1,226,226,-1,-1,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110},
{110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,128,128,128,128,128,128,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110},
